f_x0,f_x1,f_x2,f_x3,f_x4,f_x5,f_x6,f_x7,f_x8,f_x9,f_x10,f_x11,f_x12,f_x13,f_x14,f_x15,f_x16,f_x17,f_x18,f_x19,f_x20,f_x21,f_x22,f_x23,f_x24,f_x25,f_x26,f_x27,f_x28,f_x29,f_x30,fixed_point
1.2403526741818218,1.1913809994468714,1.1436549820509367,1.0971677567653784,1.0519113767907862,1.0078768616118032,0.9650542449576103,0.9234326227622874,0.8830002010236002,0.8437443434631852,0.8056516188956597,0.768707848218734,0.7328981509410677,0.6982069911692641,0.6646182229800552,0.6321151351084334,0.6006804948870993,0.5702965913772375,0.5409452776351884,0.5126080120640865,0.48526589880399945,0.4588997271184192,0.4334900097392588,0.4090170201366492,0.3854608286838922,0.36280133769187545,0.34101831529106036,0.3200914281428652,0.3000002729658111,0.28072440686523015,0.26224337645863344,0.6106370127475874
-0.011368860298459627,-0.2639643333040532,-0.5195623085721237,-0.7771332342402251,-1.0356381032342892,-1.2940326445004176,-1.551271540352643,-1.8063126529085496,-2.058121242532112,-2.3056741612190037,-2.5479640039461087,-2.7840032011601217,-3.012828035802974,-3.2335025685613985,-3.4451224553831166,-3.6468186417235646,-3.8377609184697903,-4.017161325033449,-4.184277385708752,-4.338415166051325,-4.4789321367492505,-4.605239833222661,-4.716806300002552,-4.813158309798286,-4.893883348063247,-4.958631354806741,-5.007116216371871,-5.039117000901992,-5.0544789322466555,-5.05311409810869,-5.035001889302498,-3.4412049486713574
-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273,-2.789920497465273
-0.16868891473642025,-0.18277428203784685,-0.19788350137003172,-0.21407686176113275,-0.23141696819067703,-0.24996872480551632,-0.26979930696903975,-0.29097812133645534,-0.3135767531511766,-0.3376688999652281,-0.36333029100055436,-0.39063859138861934,-0.4196732905530678,-0.45051557403490483,-0.4832481781019592,-0.5179552265345948,-0.5547220490380775,-0.5936349807987904,-0.6347811427768696,-0.6782482024118718,-0.7241241145107729,-0.7724968421890009,-0.8234540578450659,-0.877082824267602,-0.933469256099917,-0.9926981620210499,-1.054852668143522,-1.1200138232756776,-1.1882601868502594,-1.2596674004797472,-1.3343077442622056,-0.592742824536586
-10.548419241084945,-10.354732335358747,-10.152290047369291,-9.941346918129826,-9.722168247841635,-9.495029761665762,-9.260217262312262,-9.018026269884153,-8.768761649431589,-8.512737226684273,-8.2502753924485,-7.981706696167187,-7.707369429155159,-7.427609198036492,-7.1427784889216195,-6.853236222873662,-6.559347303225617,-6.261482155319614,-5.96001625924858,-5.6553296761899094,-5.347806568929709,-5.037834717182279,-4.7258050283160005,-4.412111044104273,-4.09714844412355,-3.7813145464247464,-3.465007806109548,-3.14862731244324,-2.8325722851405684,-2.5172415704582676,-2.203033137732561,-9.981045186362325
9.034267735951852,8.8399103111406,8.642037618143965,8.440905367540811,8.236777778748003,8.029927151800887,7.820633420449806,7.609183687416889,7.395871742697292,7.180997565826406,6.964866813070275,6.747790290530672,6.530083414187391,6.312065657930514,6.094059990662817,5.876392303577343,5.6593908287387125,5.443385550117023,5.228707608241386,5.015688699656504,4.8046604723782504,4.595953918555934,4.389898765556792,4.186822866694118,3.987051592824206,3.790907226037249,3.5987083566662807,3.4107692848334006,3.22739942774564,3.048902733943615,2.8755771056937824,3.9018974818937804
-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793,-5.862488132474793
0.116470665799835,0.08586005530258889,0.05238161555762455,0.015918611285566042,-0.023615599222450157,-0.06626980282087491,-0.112047184741765,-0.1608980775815318,-0.21271377281864434,-0.2673220094704451,-0.32448474618639517,-0.3838987438495113,-0.4451993288867143,-0.507967478195873,-0.5717400841926001,-0.6360229555172214,-0.7003058268418427,-0.7640784328385699,-0.8268465821477285,-0.8881471671849316,-0.9475611648480475,-1.004723901563998,-1.0593321382157985,-1.111147833452911,-1.1599987262926779,-1.205776108213568,-1.2484303118119926,-1.2879645223200091,-1.3244275265920673,-1.3579059663370319,-1.3885165768342778,-0.06719871225369155
-5.741816509037667,-5.741816509037481,-5.741816509037287,-5.741816509037087,-5.741816509036881,-5.741816509036667,-5.741816509036447,-5.7418165090362185,-5.741816509035982,-5.741816509035739,-5.741816509035487,-5.7418165090352264,-5.741816509034956,-5.741816509034678,-5.741816509034391,-5.741816509034092,-5.741816509033786,-5.741816509033468,-5.741816509033138,-5.741816509032799,-5.741816509032447,-5.741816509032084,-5.741816509031709,-5.74181650903132,-5.74181650903092,-5.741816509030506,-5.741816509030076,-5.741816509029634,-5.741816509029175,-5.741816509028702,-5.7418165090282125,-5.74181650903722
-0.08487510848647717,-0.021020163596528363,0.03902234204145005,0.0954800289050115,0.1485669274632182,0.1984842895637946,0.24542135137666354,0.28955605078618285,0.33105570195170575,0.3700776295937145,0.4067697654101047,0.44127120888362115,0.4737127546064658,0.5042173881211558,0.5329007521573618,0.5598715850322198,0.5852321328760963,0.6090785372465408,0.6315011995998725,0.6525851240021051,0.6724102393784247,0.6910517025228649,0.7085801830168853,0.7250621311369765,0.7405600297669261,0.7551326312697432,0.7688351802172191,0.7817196228214912,0.7938348038625602,0.8052266518583139,0.8159383531790316,0.12489162554118066
-7.127552301643061,-7.14955728733193,-7.171554089319249,-7.19352318585258,-7.215444965501338,-7.237299744798526,-7.2590677860629915,-7.280729315385879,-7.302264540764768,-7.323653670368629,-7.344876930916621,-7.365914586153453,-7.386746955403869,-7.407354432188587,-7.427717502883934,-7.447816765407156,-7.467632947909398,-7.487146927458054,-7.50633974869026,-7.525192642419084,-7.543687044174053,-7.561804612657438,-7.5795272480978335,-7.596837110482536,-7.613716637650176,-7.630148563225161,-7.646115934375483,-7.661602129375612,-7.676590874956107,-7.691066263421908,-7.705012769521202,-7.615457076210469
-8.246867862289324,-7.985126714803095,-7.708461613247712,-7.416920049161892,-7.110696517121477,-6.790144997463912,-6.455788900889711,-6.108327757143186,-5.74863997909949,-5.37778113377898,-4.996977304148089,-4.607613326134681,-4.2112159246709595,-3.8094320360352834,-3.404002872186817,-2.9967345344399927,-2.5894661966931682,-2.184037032844702,-1.7822531442090264,-1.3858557427453049,-0.9964917647318963,-0.6156879351010054,-0.24482908978049522,0.114858688263201,0.4623198320097255,0.7966759285839271,1.1172274482414917,1.423450980281907,1.7149925443677265,1.9916576459231106,2.253398793409338,0.05269216089229214
0.9616442878436549,0.9284031955831693,0.8959686252087131,0.8643376390127803,0.8335063907734579,0.8034701703533094,0.7742234481441634,0.7457599192546619,0.718072547343135,0.6911536080040643,0.6649947316221093,0.639586945613394,0.6149207159794109,0.5909859881045382,0.5677722267337085,0.5452684550722627,0.5234632929553709,0.5023449940396886,0.481901481975038,0.46212038551890505,0.44298907256140857,0.4244946830330769,0.40662416067231955,0.3893642836338258,0.37270169392333086,0.35662292564817555,0.3411144320769228,0.3261626115049179,0.3117538319261311,0.2978744545148707,0.2845108559240152,0.7525786439353064
-0.5888087858471575,-0.6074947035155036,-0.6265789220881275,-0.6460614155700279,-0.6659417277002622,-0.6862189564984968,-0.7068917390108452,-0.7279582362966989,-0.7494161186995302,-0.7712625514457835,-0.7934941806170805,-0.8161071195419634,-0.8390969356543181,-0.862458637866434,-0.8861866645053765,-0.9102748718619282,-0.934716523401843,-0.9595042796894868,-0.984630189074153,-1.0100856791893973,-1.0358615493156318,-1.061947963655988,-1.088334445575008,-1.1150098728491484,-1.1419624739773049,-1.1691798255985892,-1.1966488510634614,-1.2243558202029527,-1.252286350339167,-1.2804254085785207,-1.3087573154271808,-0.6765840080707719
5.722326095085162,5.093144867477147,4.461367997711401,3.829357049576954,3.19949438762724,2.574173759932512,1.955790786271109,1.3467333906001437,0.7493722169932067,0.16605106841213946,-0.4009225923027433,-0.9492870399845428,-1.4768355443080345,-1.9814254481190225,-2.4609870291059934,-2.9135321077876277,-3.337162365738628,-3.730077339076793,-4.090582053482892,-4.417094268414097,-4.7081512997012105,-4.962416391375674,-5.178684609356651,-5.355888231525805,-5.493101610725576,-5.589545489326037,-5.64459074620472,-5.657761559268984,-5.628737969006714,-5.557357830973373,-5.4436181475982295,-2.232214331687182
-5.161583148434668,-5.292211743429731,-5.429171861830522,-5.572364666203056,-5.7216660559120776,-5.876927091926604,-6.037974519534884,-6.204611386920948,-6.376617757175691,-6.553751510948865,-6.735749236590166,-6.922327204284785,-7.113182420356335,-7.307993757595903,-7.5064231571748135,-7.708116897419235,-7.912706924459275,-8.119812239522503,-8.329040337419093,-8.53998869056338,-8.752246272698375,-8.965395116331525,-9.179011897760226,-9.39266954345373,-9.60593885147613,-9.818390121575128,-10.029594787526904,-10.23912704531897,-10.44656547076892,-10.651494620218237,-10.85350660800816,-9.43959721809673
-4.732241046187985,-5.078201960979094,-5.414369618383834,-5.740426999588667,-6.056070725187885,-6.361011443059525,-6.654974197252628,-6.9376987773887375,-7.208940048110168,-7.4684682581308355,-7.716069328475903,-7.951545119523189,-8.174713676488372,-8.385409453025453,-8.583483512643472,-8.768803707670022,-8.941254835523454,-9.100738772085643,-9.247174581998054,-9.380498605736324,-9.500664523348352,-9.607643394773849,-9.701423676694057,-9.782011215892958,-9.849429219142372,-9.903718199655541,-9.944935900185683,-9.973157192876656,-9.988473956006075,-9.990994927790641,-9.980845537455693,-8.103208876499355
